a,b,lat1,long1,lat2,long2
29,41,14.62,121,21.01,105.8
16,22,35.68,139.68,3.07,101.66
3,2,40.41,49.95,40.18,44.47
24,37,48.03,106.95,39.91,32.79
21,23,33.8,35.52,4.14,73.46
12,11,28.66,77.13,41.68,44.8
10,13,35.17,33.33,-6.18,106.77
5,9,23.8,90.44,39.92,116.33
17,6,31.9,35.98,27.48,89.54
12,6,28.66,77.13,27.48,89.54
25,2,19.75,96.1,40.18,44.47
14,24,33.37,44.37,48.03,106.95
23,4,4.14,73.46,26.19,50.5
23,12,4.14,73.46,28.66,77.13
42,5,15.4,44.19,23.8,90.44
23,18,4.14,73.46,51.17,71.34
35,29,13.72,100.58,14.62,121
33,1,6.9,79.91,34.49,69.17
34,37,38.6,68.79,39.91,32.79
19,2,29.31,47.96,40.18,44.47
10,3,35.17,33.33,40.41,49.95
30,7,25.22,51.5,4.88,114.85
23,7,4.14,73.46,4.88,114.85
3,16,40.41,49.95,35.68,139.68
24,5,48.03,106.95,23.8,90.44
17,34,31.9,35.98,38.6,68.79
28,39,33.7,73.01,24.44,54.39
16,18,35.68,139.68,51.17,71.34
37,32,39.91,32.79,1.29,103.86
10,2,35.17,33.33,40.18,44.47
35,26,13.72,100.58,27.72,85.32
10,41,35.17,33.33,21.01,105.8
22,20,3.07,101.66,42.79,74.58
35,38,13.72,100.58,37.92,58.41
12,13,28.66,77.13,-6.18,106.77
15,19,31.23,34.78,29.31,47.96
4,15,26.19,50.5,31.23,34.78
14,38,33.37,44.37,37.92,58.41
3,31,40.41,49.95,24.58,46.71
16,15,35.68,139.68,31.23,34.78
14,26,33.37,44.37,27.72,85.32
11,36,41.68,44.8,-8.65,125.6
12,21,28.66,77.13,33.8,35.52
15,2,31.23,34.78,40.18,44.47
3,25,40.41,49.95,19.75,96.1
28,28,33.7,73.01,33.7,73.01
24,20,48.03,106.95,42.79,74.58
1,16,34.49,69.17,35.68,139.68
12,7,28.66,77.13,4.88,114.85
19,20,29.31,47.96,42.79,74.58
29,9,14.62,121,39.92,116.33
14,33,33.37,44.37,6.9,79.91
15,8,31.23,34.78,11.56,104.9
21,25,33.8,35.52,19.75,96.1
31,7,24.58,46.71,4.88,114.85
28,1,33.7,73.01,34.49,69.17
40,12,41.24,69.3,28.66,77.13
8,29,11.56,104.9,14.62,121
14,27,33.37,44.37,23.5,58.57
13,24,-6.18,106.77,48.03,106.95
20,37,42.79,74.58,39.91,32.79
37,31,39.91,32.79,24.58,46.71
34,19,38.6,68.79,29.31,47.96
41,24,21.01,105.8,48.03,106.95
30,38,25.22,51.5,37.92,58.41
17,1,31.9,35.98,34.49,69.17
23,19,4.14,73.46,29.31,47.96
33,8,6.9,79.91,11.56,104.9
12,2,28.66,77.13,40.18,44.47
19,2,29.31,47.96,40.18,44.47
34,18,38.6,68.79,51.17,71.34
9,32,39.92,116.33,1.29,103.86
9,2,39.92,116.33,40.18,44.47
38,1,37.92,58.41,34.49,69.17
37,11,39.91,32.79,41.68,44.8
4,29,26.19,50.5,14.62,121
35,5,13.72,100.58,23.8,90.44
2,12,40.18,44.47,28.66,77.13
10,43,35.17,33.33,#N/A,#N/A
11,36,41.68,44.8,-8.65,125.6
28,17,33.7,73.01,31.9,35.98
20,7,42.79,74.58,4.88,114.85
6,20,27.48,89.54,42.79,74.58
27,14,23.5,58.57,33.37,44.37
42,17,15.4,44.19,31.9,35.98
40,13,41.24,69.3,-6.18,106.77
37,37,39.91,32.79,39.91,32.79
15,35,31.23,34.78,13.72,100.58
30,7,25.22,51.5,4.88,114.85
3,23,40.41,49.95,4.14,73.46
27,34,23.5,58.57,38.6,68.79
6,13,27.48,89.54,-6.18,106.77
38,8,37.92,58.41,11.56,104.9
22,26,3.07,101.66,27.72,85.32
2,13,40.18,44.47,-6.18,106.77
23,41,4.14,73.46,21.01,105.8
21,33,33.8,35.52,6.9,79.91
12,28,28.66,77.13,33.7,73.01
16,10,35.68,139.68,35.17,33.33
21,33,33.8,35.52,6.9,79.91
32,7,1.29,103.86,4.88,114.85
8,35,11.56,104.9,13.72,100.58
21,35,33.8,35.52,13.72,100.58
20,3,42.79,74.58,40.41,49.95
18,36,51.17,71.34,-8.65,125.6
42,26,15.4,44.19,27.72,85.32
18,34,51.17,71.34,38.6,68.79
1,10,34.49,69.17,35.17,33.33
25,9,19.75,96.1,39.92,116.33
31,7,24.58,46.71,4.88,114.85
25,38,19.75,96.1,37.92,58.41
4,32,26.19,50.5,1.29,103.86
34,16,38.6,68.79,35.68,139.68
6,17,27.48,89.54,31.9,35.98
13,15,-6.18,106.77,31.23,34.78
37,36,39.91,32.79,-8.65,125.6
3,24,40.41,49.95,48.03,106.95
28,6,33.7,73.01,27.48,89.54
23,30,4.14,73.46,25.22,51.5
8,25,11.56,104.9,19.75,96.1
21,43,33.8,35.52,#N/A,#N/A
42,42,15.4,44.19,15.4,44.19
7,12,4.88,114.85,28.66,77.13
21,40,33.8,35.52,41.24,69.3
34,33,38.6,68.79,6.9,79.91
22,28,3.07,101.66,33.7,73.01
16,11,35.68,139.68,41.68,44.8
21,37,33.8,35.52,39.91,32.79
25,10,19.75,96.1,35.17,33.33
29,20,14.62,121,42.79,74.58
5,5,23.8,90.44,23.8,90.44
27,22,23.5,58.57,3.07,101.66
14,30,33.37,44.37,25.22,51.5
38,19,37.92,58.41,29.31,47.96
25,23,19.75,96.1,4.14,73.46
38,34,37.92,58.41,38.6,68.79
19,39,29.31,47.96,24.44,54.39
9,14,39.92,116.33,33.37,44.37
1,39,34.49,69.17,24.44,54.39
31,9,24.58,46.71,39.92,116.33
6,40,27.48,89.54,41.24,69.3
41,40,21.01,105.8,41.24,69.3
42,12,15.4,44.19,28.66,77.13
30,25,25.22,51.5,19.75,96.1
2,43,40.18,44.47,#N/A,#N/A
5,9,23.8,90.44,39.92,116.33
35,34,13.72,100.58,38.6,68.79
14,31,33.37,44.37,24.58,46.71
37,22,39.91,32.79,3.07,101.66
21,30,33.8,35.52,25.22,51.5
37,16,39.91,32.79,35.68,139.68
21,35,33.8,35.52,13.72,100.58
40,19,41.24,69.3,29.31,47.96
5,15,23.8,90.44,31.23,34.78
1,17,34.49,69.17,31.9,35.98
27,38,23.5,58.57,37.92,58.41
20,6,42.79,74.58,27.48,89.54
20,39,42.79,74.58,24.44,54.39
32,12,1.29,103.86,28.66,77.13
34,34,38.6,68.79,38.6,68.79
36,42,-8.65,125.6,15.4,44.19
27,16,23.5,58.57,35.68,139.68
11,15,41.68,44.8,31.23,34.78
8,30,11.56,104.9,25.22,51.5
30,28,25.22,51.5,33.7,73.01
10,25,35.17,33.33,19.75,96.1
9,6,39.92,116.33,27.48,89.54
31,37,24.58,46.71,39.91,32.79
40,32,41.24,69.3,1.29,103.86
16,22,35.68,139.68,3.07,101.66
29,36,14.62,121,-8.65,125.6
16,15,35.68,139.68,31.23,34.78
19,34,29.31,47.96,38.6,68.79
6,38,27.48,89.54,37.92,58.41
22,22,3.07,101.66,3.07,101.66
37,17,39.91,32.79,31.9,35.98
16,23,35.68,139.68,4.14,73.46
27,10,23.5,58.57,35.17,33.33
23,23,4.14,73.46,4.14,73.46
39,39,24.44,54.39,24.44,54.39
22,4,3.07,101.66,26.19,50.5
19,27,29.31,47.96,23.5,58.57
35,40,13.72,100.58,41.24,69.3
30,1,25.22,51.5,34.49,69.17
37,43,39.91,32.79,#N/A,#N/A
23,12,4.14,73.46,28.66,77.13
36,39,-8.65,125.6,24.44,54.39
42,24,15.4,44.19,48.03,106.95
31,25,24.58,46.71,19.75,96.1
2,35,40.18,44.47,13.72,100.58
20,25,42.79,74.58,19.75,96.1
22,41,3.07,101.66,21.01,105.8
40,20,41.24,69.3,42.79,74.58
5,37,23.8,90.44,39.91,32.79
25,22,19.75,96.1,3.07,101.66
41,39,21.01,105.8,24.44,54.39
39,33,24.44,54.39,6.9,79.91
33,41,6.9,79.91,21.01,105.8
12,29,28.66,77.13,14.62,121
18,35,51.17,71.34,13.72,100.58
23,21,4.14,73.46,33.8,35.52
37,37,39.91,32.79,39.91,32.79
26,12,27.72,85.32,28.66,77.13
42,20,15.4,44.19,42.79,74.58
4,30,26.19,50.5,25.22,51.5
12,29,28.66,77.13,14.62,121
4,17,26.19,50.5,31.9,35.98
26,1,27.72,85.32,34.49,69.17
26,30,27.72,85.32,25.22,51.5
30,7,25.22,51.5,4.88,114.85
26,9,27.72,85.32,39.92,116.33
15,30,31.23,34.78,25.22,51.5
13,23,-6.18,106.77,4.14,73.46
18,9,51.17,71.34,39.92,116.33
40,31,41.24,69.3,24.58,46.71
15,26,31.23,34.78,27.72,85.32
24,2,48.03,106.95,40.18,44.47
19,33,29.31,47.96,6.9,79.91
14,43,33.37,44.37,#N/A,#N/A
37,23,39.91,32.79,4.14,73.46
31,10,24.58,46.71,35.17,33.33
2,1,40.18,44.47,34.49,69.17
42,41,15.4,44.19,21.01,105.8
24,15,48.03,106.95,31.23,34.78
9,42,39.92,116.33,15.4,44.19
36,24,-8.65,125.6,48.03,106.95
9,15,39.92,116.33,31.23,34.78
13,34,-6.18,106.77,38.6,68.79
23,23,4.14,73.46,4.14,73.46
13,21,-6.18,106.77,33.8,35.52
19,12,29.31,47.96,28.66,77.13
38,24,37.92,58.41,48.03,106.95
10,22,35.17,33.33,3.07,101.66
23,4,4.14,73.46,26.19,50.5
6,36,27.48,89.54,-8.65,125.6
15,8,31.23,34.78,11.56,104.9
28,3,33.7,73.01,40.41,49.95
22,22,3.07,101.66,3.07,101.66
19,39,29.31,47.96,24.44,54.39
38,33,37.92,58.41,6.9,79.91
2,9,40.18,44.47,39.92,116.33
30,42,25.22,51.5,15.4,44.19
42,19,15.4,44.19,29.31,47.96
34,1,38.6,68.79,34.49,69.17
20,25,42.79,74.58,19.75,96.1
38,38,37.92,58.41,37.92,58.41
16,7,35.68,139.68,4.88,114.85
34,38,38.6,68.79,37.92,58.41
30,16,25.22,51.5,35.68,139.68
29,38,14.62,121,37.92,58.41
29,11,14.62,121,41.68,44.8
8,33,11.56,104.9,6.9,79.91
1,16,34.49,69.17,35.68,139.68
32,37,1.29,103.86,39.91,32.79
12,14,28.66,77.13,33.37,44.37
24,28,48.03,106.95,33.7,73.01
18,33,51.17,71.34,6.9,79.91
38,19,37.92,58.41,29.31,47.96
25,41,19.75,96.1,21.01,105.8
11,34,41.68,44.8,38.6,68.79
9,18,39.92,116.33,51.17,71.34
6,38,27.48,89.54,37.92,58.41
25,21,19.75,96.1,33.8,35.52
6,33,27.48,89.54,6.9,79.91
18,15,51.17,71.34,31.23,34.78
19,3,29.31,47.96,40.41,49.95
34,30,38.6,68.79,25.22,51.5
1,35,34.49,69.17,13.72,100.58
17,41,31.9,35.98,21.01,105.8
36,19,-8.65,125.6,29.31,47.96
35,38,13.72,100.58,37.92,58.41
42,35,15.4,44.19,13.72,100.58
9,10,39.92,116.33,35.17,33.33
20,33,42.79,74.58,6.9,79.91
32,26,1.29,103.86,27.72,85.32
30,33,25.22,51.5,6.9,79.91
8,12,11.56,104.9,28.66,77.13
25,16,19.75,96.1,35.68,139.68
40,12,41.24,69.3,28.66,77.13
29,11,14.62,121,41.68,44.8
24,5,48.03,106.95,23.8,90.44
39,8,24.44,54.39,11.56,104.9
11,36,41.68,44.8,-8.65,125.6
20,23,42.79,74.58,4.14,73.46
23,30,4.14,73.46,25.22,51.5
18,23,51.17,71.34,4.14,73.46
21,16,33.8,35.52,35.68,139.68
37,32,39.91,32.79,1.29,103.86
5,19,23.8,90.44,29.31,47.96
36,9,-8.65,125.6,39.92,116.33
34,10,38.6,68.79,35.17,33.33
7,36,4.88,114.85,-8.65,125.6
37,27,39.91,32.79,23.5,58.57
34,34,38.6,68.79,38.6,68.79
5,31,23.8,90.44,24.58,46.71
9,13,39.92,116.33,-6.18,106.77
2,30,40.18,44.47,25.22,51.5
29,34,14.62,121,38.6,68.79
41,6,21.01,105.8,27.48,89.54
38,24,37.92,58.41,48.03,106.95
27,39,23.5,58.57,24.44,54.39
2,19,40.18,44.47,29.31,47.96
15,39,31.23,34.78,24.44,54.39
30,31,25.22,51.5,24.58,46.71
18,15,51.17,71.34,31.23,34.78
38,35,37.92,58.41,13.72,100.58
26,15,27.72,85.32,31.23,34.78
27,21,23.5,58.57,33.8,35.52
9,26,39.92,116.33,27.72,85.32
14,28,33.37,44.37,33.7,73.01
36,36,-8.65,125.6,-8.65,125.6
8,4,11.56,104.9,26.19,50.5
20,13,42.79,74.58,-6.18,106.77
1,43,34.49,69.17,#N/A,#N/A
12,8,28.66,77.13,11.56,104.9
10,6,35.17,33.33,27.48,89.54
5,27,23.8,90.44,23.5,58.57
33,16,6.9,79.91,35.68,139.68
19,5,29.31,47.96,23.8,90.44
4,21,26.19,50.5,33.8,35.52
12,38,28.66,77.13,37.92,58.41
20,43,42.79,74.58,#N/A,#N/A
2,42,40.18,44.47,15.4,44.19
42,35,15.4,44.19,13.72,100.58
17,15,31.9,35.98,31.23,34.78
1,12,34.49,69.17,28.66,77.13
15,19,31.23,34.78,29.31,47.96
34,20,38.6,68.79,42.79,74.58
6,38,27.48,89.54,37.92,58.41
29,2,14.62,121,40.18,44.47
19,8,29.31,47.96,11.56,104.9
23,31,4.14,73.46,24.58,46.71
2,12,40.18,44.47,28.66,77.13
21,39,33.8,35.52,24.44,54.39
36,12,-8.65,125.6,28.66,77.13
39,29,24.44,54.39,14.62,121
17,35,31.9,35.98,13.72,100.58
32,10,1.29,103.86,35.17,33.33
13,10,-6.18,106.77,35.17,33.33
23,26,4.14,73.46,27.72,85.32
31,8,24.58,46.71,11.56,104.9
39,15,24.44,54.39,31.23,34.78
12,2,28.66,77.13,40.18,44.47
12,31,28.66,77.13,24.58,46.71
20,34,42.79,74.58,38.6,68.79
26,24,27.72,85.32,48.03,106.95
14,11,33.37,44.37,41.68,44.8
9,33,39.92,116.33,6.9,79.91
7,30,4.88,114.85,25.22,51.5
28,14,33.7,73.01,33.37,44.37
40,17,41.24,69.3,31.9,35.98
26,18,27.72,85.32,51.17,71.34
25,42,19.75,96.1,15.4,44.19
21,7,33.8,35.52,4.88,114.85
8,9,11.56,104.9,39.92,116.33
35,14,13.72,100.58,33.37,44.37
37,32,39.91,32.79,1.29,103.86
14,14,33.37,44.37,33.37,44.37
35,9,13.72,100.58,39.92,116.33
12,36,28.66,77.13,-8.65,125.6
29,40,14.62,121,41.24,69.3
36,37,-8.65,125.6,39.91,32.79
42,20,15.4,44.19,42.79,74.58
20,29,42.79,74.58,14.62,121
3,4,40.41,49.95,26.19,50.5
10,7,35.17,33.33,4.88,114.85
40,12,41.24,69.3,28.66,77.13
41,21,21.01,105.8,33.8,35.52
37,12,39.91,32.79,28.66,77.13
15,29,31.23,34.78,14.62,121
3,32,40.41,49.95,1.29,103.86
25,21,19.75,96.1,33.8,35.52
25,38,19.75,96.1,37.92,58.41
2,3,40.18,44.47,40.41,49.95
34,20,38.6,68.79,42.79,74.58
2,30,40.18,44.47,25.22,51.5
19,16,29.31,47.96,35.68,139.68
37,20,39.91,32.79,42.79,74.58
40,16,41.24,69.3,35.68,139.68
12,20,28.66,77.13,42.79,74.58
8,6,11.56,104.9,27.48,89.54
17,1,31.9,35.98,34.49,69.17
33,37,6.9,79.91,39.91,32.79
15,16,31.23,34.78,35.68,139.68
8,16,11.56,104.9,35.68,139.68
31,6,24.58,46.71,27.48,89.54
27,41,23.5,58.57,21.01,105.8
20,9,42.79,74.58,39.92,116.33
30,19,25.22,51.5,29.31,47.96
37,23,39.91,32.79,4.14,73.46
19,41,29.31,47.96,21.01,105.8
1,8,34.49,69.17,11.56,104.9
42,34,15.4,44.19,38.6,68.79
34,37,38.6,68.79,39.91,32.79
9,21,39.92,116.33,33.8,35.52
11,2,41.68,44.8,40.18,44.47
25,5,19.75,96.1,23.8,90.44
23,16,4.14,73.46,35.68,139.68
5,11,23.8,90.44,41.68,44.8
1,41,34.49,69.17,21.01,105.8
3,39,40.41,49.95,24.44,54.39
36,19,-8.65,125.6,29.31,47.96
22,37,3.07,101.66,39.91,32.79
38,21,37.92,58.41,33.8,35.52
1,6,34.49,69.17,27.48,89.54
30,22,25.22,51.5,3.07,101.66
14,25,33.37,44.37,19.75,96.1
21,15,33.8,35.52,31.23,34.78
6,10,27.48,89.54,35.17,33.33
34,13,38.6,68.79,-6.18,106.77
39,36,24.44,54.39,-8.65,125.6
10,34,35.17,33.33,38.6,68.79
31,41,24.58,46.71,21.01,105.8
5,29,23.8,90.44,14.62,121
42,9,15.4,44.19,39.92,116.33
22,35,3.07,101.66,13.72,100.58
8,5,11.56,104.9,23.8,90.44
35,26,13.72,100.58,27.72,85.32
36,35,-8.65,125.6,13.72,100.58
31,36,24.58,46.71,-8.65,125.6
17,22,31.9,35.98,3.07,101.66
35,43,13.72,100.58,#N/A,#N/A
26,1,27.72,85.32,34.49,69.17
1,31,34.49,69.17,24.58,46.71
16,16,35.68,139.68,35.68,139.68
22,2,3.07,101.66,40.18,44.47
26,32,27.72,85.32,1.29,103.86
22,30,3.07,101.66,25.22,51.5
17,9,31.9,35.98,39.92,116.33
34,35,38.6,68.79,13.72,100.58
32,2,1.29,103.86,40.18,44.47
18,41,51.17,71.34,21.01,105.8
35,37,13.72,100.58,39.91,32.79
25,41,19.75,96.1,21.01,105.8
18,18,51.17,71.34,51.17,71.34
3,1,40.41,49.95,34.49,69.17
27,20,23.5,58.57,42.79,74.58
14,23,33.37,44.37,4.14,73.46
35,28,13.72,100.58,33.7,73.01
21,12,33.8,35.52,28.66,77.13
24,23,48.03,106.95,4.14,73.46
3,19,40.41,49.95,29.31,47.96
4,23,26.19,50.5,4.14,73.46
28,14,33.7,73.01,33.37,44.37
41,20,21.01,105.8,42.79,74.58
23,12,4.14,73.46,28.66,77.13
27,13,23.5,58.57,-6.18,106.77
1,41,34.49,69.17,21.01,105.8
21,7,33.8,35.52,4.88,114.85
10,42,35.17,33.33,15.4,44.19
23,29,4.14,73.46,14.62,121
16,33,35.68,139.68,6.9,79.91
3,28,40.41,49.95,33.7,73.01
9,32,39.92,116.33,1.29,103.86
24,29,48.03,106.95,14.62,121
22,42,3.07,101.66,15.4,44.19
35,21,13.72,100.58,33.8,35.52
35,43,13.72,100.58,#N/A,#N/A
26,38,27.72,85.32,37.92,58.41
31,11,24.58,46.71,41.68,44.8
40,9,41.24,69.3,39.92,116.33
19,32,29.31,47.96,1.29,103.86
28,21,33.7,73.01,33.8,35.52
26,40,27.72,85.32,41.24,69.3
23,1,4.14,73.46,34.49,69.17
2,33,40.18,44.47,6.9,79.91
41,32,21.01,105.8,1.29,103.86
33,18,6.9,79.91,51.17,71.34
25,35,19.75,96.1,13.72,100.58
32,32,1.29,103.86,1.29,103.86
25,35,19.75,96.1,13.72,100.58
24,30,48.03,106.95,25.22,51.5
1,26,34.49,69.17,27.72,85.32
41,4,21.01,105.8,26.19,50.5
36,16,-8.65,125.6,35.68,139.68
1,19,34.49,69.17,29.31,47.96
24,25,48.03,106.95,19.75,96.1
42,26,15.4,44.19,27.72,85.32
8,39,11.56,104.9,24.44,54.39
20,6,42.79,74.58,27.48,89.54
25,23,19.75,96.1,4.14,73.46
19,8,29.31,47.96,11.56,104.9
30,24,25.22,51.5,48.03,106.95
21,13,33.8,35.52,-6.18,106.77
28,27,33.7,73.01,23.5,58.57
28,34,33.7,73.01,38.6,68.79
18,6,51.17,71.34,27.48,89.54
42,39,15.4,44.19,24.44,54.39
33,19,6.9,79.91,29.31,47.96
21,18,33.8,35.52,51.17,71.34
3,28,40.41,49.95,33.7,73.01
6,31,27.48,89.54,24.58,46.71
5,18,23.8,90.44,51.17,71.34
4,28,26.19,50.5,33.7,73.01
42,12,15.4,44.19,28.66,77.13
18,1,51.17,71.34,34.49,69.17
39,21,24.44,54.39,33.8,35.52
8,15,11.56,104.9,31.23,34.78
1,25,34.49,69.17,19.75,96.1
33,29,6.9,79.91,14.62,121
18,22,51.17,71.34,3.07,101.66
16,41,35.68,139.68,21.01,105.8
15,37,31.23,34.78,39.91,32.79
32,8,1.29,103.86,11.56,104.9
23,9,4.14,73.46,39.92,116.33
11,32,41.68,44.8,1.29,103.86
14,10,33.37,44.37,35.17,33.33
41,18,21.01,105.8,51.17,71.34
11,21,41.68,44.8,33.8,35.52
30,13,25.22,51.5,-6.18,106.77
15,31,31.23,34.78,24.58,46.71
42,26,15.4,44.19,27.72,85.32
30,10,25.22,51.5,35.17,33.33
32,38,1.29,103.86,37.92,58.41
8,16,11.56,104.9,35.68,139.68
28,28,33.7,73.01,33.7,73.01
26,5,27.72,85.32,23.8,90.44
8,2,11.56,104.9,40.18,44.47
42,15,15.4,44.19,31.23,34.78
14,20,33.37,44.37,42.79,74.58
39,1,24.44,54.39,34.49,69.17
22,35,3.07,101.66,13.72,100.58
5,1,23.8,90.44,34.49,69.17
26,11,27.72,85.32,41.68,44.8
12,10,28.66,77.13,35.17,33.33
40,22,41.24,69.3,3.07,101.66
14,28,33.37,44.37,33.7,73.01
25,33,19.75,96.1,6.9,79.91
8,33,11.56,104.9,6.9,79.91
26,28,27.72,85.32,33.7,73.01
9,40,39.92,116.33,41.24,69.3
35,38,13.72,100.58,37.92,58.41
7,4,4.88,114.85,26.19,50.5
11,40,41.68,44.8,41.24,69.3
33,43,6.9,79.91,#N/A,#N/A
25,17,19.75,96.1,31.9,35.98
13,40,-6.18,106.77,41.24,69.3
8,31,11.56,104.9,24.58,46.71
11,13,41.68,44.8,-6.18,106.77
25,29,19.75,96.1,14.62,121
26,19,27.72,85.32,29.31,47.96
16,19,35.68,139.68,29.31,47.96
30,39,25.22,51.5,24.44,54.39
18,17,51.17,71.34,31.9,35.98
42,31,15.4,44.19,24.58,46.71
19,19,29.31,47.96,29.31,47.96
16,29,35.68,139.68,14.62,121
39,34,24.44,54.39,38.6,68.79
36,21,-8.65,125.6,33.8,35.52
41,42,21.01,105.8,15.4,44.19
24,40,48.03,106.95,41.24,69.3
28,37,33.7,73.01,39.91,32.79
1,8,34.49,69.17,11.56,104.9
40,4,41.24,69.3,26.19,50.5
26,3,27.72,85.32,40.41,49.95
36,20,-8.65,125.6,42.79,74.58
8,40,11.56,104.9,41.24,69.3
39,13,24.44,54.39,-6.18,106.77
26,10,27.72,85.32,35.17,33.33
11,19,41.68,44.8,29.31,47.96
33,4,6.9,79.91,26.19,50.5
27,42,23.5,58.57,15.4,44.19
16,26,35.68,139.68,27.72,85.32
10,28,35.17,33.33,33.7,73.01
37,33,39.91,32.79,6.9,79.91
14,37,33.37,44.37,39.91,32.79
35,32,13.72,100.58,1.29,103.86
39,34,24.44,54.39,38.6,68.79
8,31,11.56,104.9,24.58,46.71
27,43,23.5,58.57,#N/A,#N/A
25,9,19.75,96.1,39.92,116.33
7,22,4.88,114.85,3.07,101.66
16,12,35.68,139.68,28.66,77.13
15,22,31.23,34.78,3.07,101.66
40,19,41.24,69.3,29.31,47.96
25,19,19.75,96.1,29.31,47.96
25,9,19.75,96.1,39.92,116.33
32,4,1.29,103.86,26.19,50.5
12,10,28.66,77.13,35.17,33.33
37,28,39.91,32.79,33.7,73.01
25,17,19.75,96.1,31.9,35.98
15,33,31.23,34.78,6.9,79.91
40,8,41.24,69.3,11.56,104.9
41,5,21.01,105.8,23.8,90.44
34,5,38.6,68.79,23.8,90.44
18,3,51.17,71.34,40.41,49.95
33,31,6.9,79.91,24.58,46.71
6,28,27.48,89.54,33.7,73.01
7,29,4.88,114.85,14.62,121
10,18,35.17,33.33,51.17,71.34
40,17,41.24,69.3,31.9,35.98
18,5,51.17,71.34,23.8,90.44
37,35,39.91,32.79,13.72,100.58
21,32,33.8,35.52,1.29,103.86
13,6,-6.18,106.77,27.48,89.54
17,38,31.9,35.98,37.92,58.41
40,40,41.24,69.3,41.24,69.3
20,16,42.79,74.58,35.68,139.68
32,27,1.29,103.86,23.5,58.57
3,2,40.41,49.95,40.18,44.47
32,33,1.29,103.86,6.9,79.91
35,10,13.72,100.58,35.17,33.33
20,30,42.79,74.58,25.22,51.5
20,11,42.79,74.58,41.68,44.8
33,27,6.9,79.91,23.5,58.57
17,38,31.9,35.98,37.92,58.41
27,20,23.5,58.57,42.79,74.58
4,33,26.19,50.5,6.9,79.91
26,29,27.72,85.32,14.62,121
5,1,23.8,90.44,34.49,69.17
36,32,-8.65,125.6,1.29,103.86
36,22,-8.65,125.6,3.07,101.66
13,34,-6.18,106.77,38.6,68.79
2,20,40.18,44.47,42.79,74.58
34,18,38.6,68.79,51.17,71.34
3,10,40.41,49.95,35.17,33.33
29,29,14.62,121,14.62,121
20,6,42.79,74.58,27.48,89.54
15,32,31.23,34.78,1.29,103.86
39,27,24.44,54.39,23.5,58.57
10,31,35.17,33.33,24.58,46.71
39,22,24.44,54.39,3.07,101.66
32,5,1.29,103.86,23.8,90.44
34,42,38.6,68.79,15.4,44.19
20,39,42.79,74.58,24.44,54.39
42,29,15.4,44.19,14.62,121
5,2,23.8,90.44,40.18,44.47
13,39,-6.18,106.77,24.44,54.39
35,36,13.72,100.58,-8.65,125.6
35,18,13.72,100.58,51.17,71.34
38,39,37.92,58.41,24.44,54.39
16,41,35.68,139.68,21.01,105.8
13,13,-6.18,106.77,-6.18,106.77
6,28,27.48,89.54,33.7,73.01
38,30,37.92,58.41,25.22,51.5
39,30,24.44,54.39,25.22,51.5
41,40,21.01,105.8,41.24,69.3
17,27,31.9,35.98,23.5,58.57
35,23,13.72,100.58,4.14,73.46
5,36,23.8,90.44,-8.65,125.6
17,13,31.9,35.98,-6.18,106.77
18,15,51.17,71.34,31.23,34.78
15,10,31.23,34.78,35.17,33.33
29,4,14.62,121,26.19,50.5
20,33,42.79,74.58,6.9,79.91
6,14,27.48,89.54,33.37,44.37
33,31,6.9,79.91,24.58,46.71
5,10,23.8,90.44,35.17,33.33
25,1,19.75,96.1,34.49,69.17
18,2,51.17,71.34,40.18,44.47
18,28,51.17,71.34,33.7,73.01
28,4,33.7,73.01,26.19,50.5
29,35,14.62,121,13.72,100.58
2,12,40.18,44.47,28.66,77.13
26,22,27.72,85.32,3.07,101.66
4,19,26.19,50.5,29.31,47.96
35,18,13.72,100.58,51.17,71.34
15,17,31.23,34.78,31.9,35.98
25,23,19.75,96.1,4.14,73.46
14,13,33.37,44.37,-6.18,106.77
36,35,-8.65,125.6,13.72,100.58
15,19,31.23,34.78,29.31,47.96
40,43,41.24,69.3,#N/A,#N/A
34,13,38.6,68.79,-6.18,106.77
40,8,41.24,69.3,11.56,104.9
12,26,28.66,77.13,27.72,85.32
3,26,40.41,49.95,27.72,85.32
11,2,41.68,44.8,40.18,44.47
7,14,4.88,114.85,33.37,44.37
9,5,39.92,116.33,23.8,90.44
23,1,4.14,73.46,34.49,69.17
2,37,40.18,44.47,39.91,32.79
36,21,-8.65,125.6,33.8,35.52
30,12,25.22,51.5,28.66,77.13
8,32,11.56,104.9,1.29,103.86
35,35,13.72,100.58,13.72,100.58
38,10,37.92,58.41,35.17,33.33
13,23,-6.18,106.77,4.14,73.46
1,18,34.49,69.17,51.17,71.34
37,4,39.91,32.79,26.19,50.5
6,37,27.48,89.54,39.91,32.79
32,16,1.29,103.86,35.68,139.68
30,39,25.22,51.5,24.44,54.39
25,19,19.75,96.1,29.31,47.96
28,16,33.7,73.01,35.68,139.68
24,20,48.03,106.95,42.79,74.58
35,22,13.72,100.58,3.07,101.66
41,39,21.01,105.8,24.44,54.39
23,11,4.14,73.46,41.68,44.8
32,8,1.29,103.86,11.56,104.9
28,9,33.7,73.01,39.92,116.33
36,4,-8.65,125.6,26.19,50.5
32,40,1.29,103.86,41.24,69.3
27,38,23.5,58.57,37.92,58.41
16,5,35.68,139.68,23.8,90.44
41,2,21.01,105.8,40.18,44.47
34,6,38.6,68.79,27.48,89.54
