"fixed acidity;""volatile acidity"";""citric acid"";""residual sugar"";""chlorides"";""free sulfur dioxide"";""total sulfur dioxide"";""density"";""pH"";""sulphates"";""alcohol"";""quality""",,
6.8;0.31;0.25;10.5;0.043;30;165;0.9972;3.36;0.55;10.55;6,0.128032095,4255
7.5;0.24;0.29;1.1;0.046;34;84;0.9902;3.04;0.39;11.45;6,0.707268621,1415
6.8;0.23;0.39;16.1;0.053;71;194;0.9988;3.18;0.64;10.2;6,0.755674822,1157
7.5;0.24;0.29;1.1;0.046;34;84;0.9902;3.04;0.39;11.45;6,0.027955358,4757
6.3;0.29;0.3;8.1;0.212;60;150;0.9958;3.1;0.4;9.3;5,0.65971899,1649
6.8;0.2;0.25;6.2;0.052;22;106;0.9935;3.09;0.54;10.8;5,0.144361946,4184
5.2;0.38;0.26;7.7;0.053;20;103;0.9925;3.27;0.45;12.2;6,0.078293489,4489
7.8;0.27;0.33;2.4;0.053;36;175;0.992;3.2;0.55;11;6,0.319803667,3334
6.6;0.54;0.21;16.3;0.055;41;182;0.9986;3.35;0.54;10.4;6,0.464193732,2651
7.1;0.25;0.31;2.3;0.05;32;156;0.9914;3.14;0.51;11.4;6,0.65189554,1689
5.8;0.61;0.01;8.4;0.041;31;104;0.9909;3.26;0.72;14.05;7,0.647061662,1710
6.5;0.32;0.23;8.5;0.051;20;138;0.9943;3.03;0.42;10.7;5,0.22193359,3819
6.4;0.28;0.23;6;0.051;50;162;0.994;3.15;0.52;10.2;5,0.372878924,3081
6.6;0.19;0.28;1.1;0.044;38;100;0.9904;3.22;0.69;11.2;6,0.285774537,3513
5.1;0.305;0.13;1.75;0.036;17;73;0.99;3.4;0.51;12.3333333333333;5,0.737330232,1255
5.8;0.26;0.3;2.6;0.034;75;129;0.9902;3.2;0.38;11.5;4,0.069350278,4535
6.7;0.23;0.17;1.3;0.061;14;100;0.9925;3.07;0.55;9.5;5,0.579289774,2068
6.8;0.33;0.3;2.1;0.047;35;147;0.9886;3.24;0.56;13.4;6,0.606907443,1926
6.1;0.27;0.32;1.1;0.034;24;110;0.9898;3.36;0.4;12.5;6,0.806195973,917
6.1;0.27;0.32;1.1;0.034;24;110;0.9898;3.36;0.4;12.5;6,0.789106201,992
6.8;0.4;0.29;2.8;0.044;27;97;0.9904;3.12;0.42;11.2;6,0.863623106,643
6.1;0.4;0.18;9;0.051;28.5;259;0.9964;3.19;0.5;8.8;5,0.644684719,1728
7.1;0.28;0.26;2.8;0.039;50;118;0.9908;3.06;0.59;11.2;6,0.924565752,359
6.2;0.32;0.32;2.2;0.036;15;70;0.9899;3.16;0.48;12.7;6,0.29492701,3468
6.8;0.17;0.17;5.1;0.049;26;82;0.993;3;0.38;9.8;6,0.505702092,2460
9;0.2;0.33;3.5;0.049;10;40;0.9944;3.14;0.36;9.8;6,0.789534955,987
5.8;0.13;0.22;12.7;0.058;24;183;0.9956;3.32;0.42;11.7;6,0.042676901,4692
5.8;0.31;0.31;7.5;0.052;55;230;0.9949;3.19;0.46;9.8;5,0.252935708,3665
6.3;0.36;0.2;2;0.048;48;191;0.9929;3.17;0.51;9.6;5,0.635252828,1784
9;0.2;0.33;3.5;0.049;10;40;0.9944;3.14;0.36;9.8;6,0.836191069,755
6.7;0.18;0.25;14.3;0.048;79;149;0.9975;3.12;0.37;9.7;5,0.629307286,1811
6.6;0.16;0.25;9.8;0.049;59.5;137;0.995;3.16;0.38;10;6,0.377447953,3058
5.8;0.13;0.22;12.7;0.058;24;183;0.9956;3.32;0.42;11.7;6,0.119669707,4297
5.8;0.27;0.22;12.7;0.058;42;206;0.9946;3.32;0.38;12.3;6,0.649514495,1700
6.8;0.17;0.17;5.1;0.049;26;82;0.993;3;0.38;9.8;6,0.416558301,2872
6.4;0.37;0.19;3.5;0.068;18;101;0.9934;3.03;0.38;9;6,0.55912203,2186
7.3;0.26;0.53;12.7;0.047;60.5;164.5;0.9984;3.06;0.45;9.1;6,0.878513708,578
7.3;0.28;0.54;12.9;0.049;62;162.5;0.9984;3.06;0.45;9.1;6,0.964702703,169
7.3;0.28;0.54;12.9;0.049;62;162.5;0.9984;3.06;0.45;9.1;6,0.60461786,1940
5.8;0.12;0.21;1.3;0.056;35;121;0.9908;3.32;0.33;11.4;6,0.272693278,3578
6.1;0.25;0.18;10.5;0.049;41;124;0.9963;3.14;0.35;10.5;5,0.254059575,3659
6.4;0.24;0.27;1.5;0.04;35;105;0.98914;3.13;0.3;12.4;6,0.234609888,3753
7.3;0.26;0.53;12.7;0.047;60.5;156;0.9984;3.06;0.45;9.1;6,0.678854517,1565
7.3;0.28;0.54;12.9;0.049;62;152;0.9984;3.06;0.45;9.1;6,0.510058146,2442
8.3;0.18;0.37;1.2;0.049;6;94;0.9937;3.18;0.52;10.1;5,0.121900698,4290
7.1;0.09;0.3;6.2;0.032;24;134;0.993;2.99;0.39;10.9;6,0.741282404,1228
8.3;0.14;0.36;8.8;0.026;13;60;0.9956;3.13;0.35;11.05;5,0.319990994,3330
5.8;0.28;0.3;3.9;0.026;36;105;0.98963;3.26;0.58;12.75;6,0.266191611,3599
6;0.23;0.34;1.3;0.025;23;111;0.98961;3.36;0.37;12.7;6,0.503566232,2470
6.9;0.28;0.37;9.1;0.037;16;76;0.9948;3.05;0.54;11.1;5,0.839581173,734
6.9;0.28;0.37;9.1;0.037;16;76;0.9948;3.05;0.54;11.1;5,0.236863477,3743
5.8;0.28;0.3;3.9;0.026;36;105;0.98963;3.26;0.58;12.75;6,0.553912797,2211
6.3;0.25;0.53;1.8;0.021;41;101;0.989315;3.19;0.31;13;6,0.741770962,1225
6.5;0.2;0.31;2.1;0.033;32;95;0.989435;2.96;0.61;12;6,0.990923779,45
5.9;0.29;0.32;1.4;0.022;17;47;0.9899;3.35;0.35;11.5;6,0.370987863,3091
6.4;0.46;0.22;14.7;0.047;51;183;0.998275;3.39;0.6;10.5;5,0.335302561,3261
6.9;0.28;0.37;9.1;0.037;16;76;0.9948;3.05;0.54;11.1;5,0.937072576,293
6.8;0.23;0.33;1.9;0.047;20;101;0.9914;3.1;0.46;11.1;6,0.213892231,3855
7;0.23;0.32;1.8;0.048;25;113;0.9915;3.11;0.47;11.1;6,0.604837704,1938
6.4;0.55;0.26;9.6;0.027;20;104;0.9924;3.22;0.73;13.1;6,0.694596566,1490
5.7;0.28;0.3;3.9;0.026;36;105;0.98963;3.26;0.58;12.75;6,0.137925233,4208
6;0.23;0.34;1.3;0.025;23;111;0.98961;3.36;0.37;12.7;6,0.832989586,771
6.8;0.45;0.3;11.8;0.094;23;97;0.997;3.09;0.44;9.6;5,0.641217934,1739
6.1;0.2;0.4;1.9;0.028;32;138;0.9914;3.26;0.72;11.7;5,0.696369331,1481
6.1;0.37;0.46;12;0.042;61;210;0.997;3.17;0.59;9.7;6,0.432775159,2787
5.9;0.21;0.23;7.9;0.033;22;130;0.9944;3.38;0.59;10.9;6,0.421331657,2849
6.9;0.22;0.32;9.3;0.04;22;110;0.9958;3.34;0.54;10.7;7,0.928404782,337
5.4;0.27;0.22;4.6;0.022;29;107;0.98889;3.33;0.54;13.8;6,0.692468639,1500
6;0.26;0.26;2.2;0.035;10;72;0.989465;3.11;0.48;12.15;6,0.417273805,2866
5.6;0.18;0.3;10.2;0.028;28;131;0.9954;3.49;0.42;10.8;7,0.087864633,4462
5.6;0.26;0.27;10.6;0.03;27;119;0.9947;3.4;0.34;10.7;7,0.249118765,3680
7;0.23;0.35;1.4;0.036;31;113;0.9912;3.16;0.48;10.8;7,0.190716711,3966
5.8;0.28;0.66;9.1;0.039;26;159;0.9965;3.66;0.55;10.8;5,0.113557453,4338
8.6;0.36;0.26;11.1;0.03;43.5;171;0.9948;3.03;0.49;12;5,0.752742936,1172
5.8;0.28;0.66;9.1;0.039;26;159;0.9965;3.66;0.55;10.8;5,0.567567817,2137
6.4;0.3;0.27;4.4;0.055;17;135;0.9925;3.23;0.44;12.2;6,0.879702613,571
6.2;0.2;0.32;2.8;0.05;17;126;0.9936;3.18;0.55;9.4;6,0.757435865,1141
5.8;0.29;0.15;1.1;0.029;12;83;0.9898;3.3;0.4;11.4;6,0.241723849,3719
5.7;0.22;0.28;1.3;0.027;26;101;0.98948;3.35;0.38;12.5;7,0.739790172,1239
5.6;0.22;0.32;1.2;0.024;29;97;0.98823;3.2;0.46;13.05;7,0.345223538,3211
6.8;0.32;0.23;3.3;0.026;31;99;0.9896;3.1;0.4;12.4;6,0.346435415,3202
6.2;0.2;0.26;9.7;0.03;39;102;0.9908;3.08;0.56;12.9;7,0.38702843,3010
6.1;0.35;0.24;2.3;0.034;25;133;0.9906;3.34;0.59;12;7,0.877438353,581
5.9;0.3;0.29;1.1;0.036;23;56;0.9904;3.19;0.38;11.3;5,0.92619892,349
6.3;0.15;0.34;11.4;0.05;25;96;0.99754;3.21;0.49;10;6,0.25981162,3634
4.8;0.13;0.32;1.2;0.042;40;98;0.9898;3.42;0.64;11.8;7,0.130455305,4240
6;0.2;0.26;14.7;0.045;53;125;0.998365;2.99;0.69;9.4;6,0.867048726,630
5.7;0.2;0.24;13.8;0.047;44;112;0.99837;2.97;0.66;8.8;6,0.574294828,2100
6;0.27;0.26;1.3;0.038;32;138;0.99125;3.46;0.43;11.1;6,0.775605206,1054
6.3;0.37;0.51;6.3;0.048;35;146;0.9943;3.1;1.01;10.5;6,0.592412631,1999
6.4;0.23;0.37;7.9;0.05;60;150;0.99488;2.86;0.49;9.3;6,0.195379553,3939
5.9;0.34;0.25;2;0.042;12;110;0.99034;3.02;0.54;11.4;6,0.465102367,2648
5;0.33;0.23;11.8;0.03;23;158;0.99322;3.41;0.64;11.8;6,0.835395402,757
5.4;0.29;0.38;1.2;0.029;31;132;0.98895;3.28;0.36;12.4;6,0.422555433,2841
8;0.33;0.35;10;0.035;22;108;0.99457;3.12;0.36;11.6;6,0.207440683,3888
6.4;0.3;0.33;5.2;0.05;30;137;0.99304;3.26;0.58;11.1;5,0.963317692,178
5.4;0.29;0.38;1.2;0.029;31;132;0.98895;3.28;0.36;12.4;6,0.289616959,3488
6.4;0.33;0.3;7.2;0.041;42;168;0.99331;3.22;0.49;11.1;6,0.850770787,698
7;0.33;0.78;9.9;0.042;21;251;0.99435;3.01;0.55;11;6,0.311800811,3385
6.7;0.45;0.3;5.3;0.036;27;165;0.99122;3.12;0.46;12.2;6,0.169255931,4073
6.5;0.36;0.31;13.55;0.053;20;113;0.99544;3.2;0.56;11;6,0.819531438,845
5.8;0.42;0.3;2.2;0.035;26;129;0.989;3.32;0.47;12.9;6,0.870855458,616
7.1;0.39;0.3;9.9;0.037;29;124;0.99414;3.07;0.42;10.9;6,0.021558778,4789
6.7;0.53;0.29;4.3;0.069;20;114;0.99014;3.22;0.59;13.4;6,0.928296734,338
6.7;0.66;0;13;0.033;32;75;0.99551;3.15;0.5;10.7;6,0.06206316,4579
6.5;0.36;0.31;13.55;0.053;20;113;0.99544;3.2;0.56;11;6,0.412387153,2896
6.5;0.16;0.33;1;0.027;23;75;0.9908;3.3;0.39;11.4;7,0.638605478,1762
8.3;0.22;0.34;1.1;0.043;20;116;0.9927;3;0.47;10.2;6,0.970948924,144
6.9;0.23;0.35;6.9;0.03;45;116;0.99244;2.8;0.54;11;6,0.674664215,1589
6.4;0.17;0.34;13.4;0.044;45;139;0.99752;3.06;0.43;9.1;6,0.509933409,2443
5;0.33;0.18;4.6;0.032;40;124;0.99114;3.18;0.4;11;6,0.52403533,2364
6.8;0.38;0.29;9.9;0.037;40;146;0.99326;3.11;0.37;11.5;6,0.573876616,2103
6.5;0.29;0.32;3;0.036;38;93;0.9906;3.16;0.59;12;6,0.976124744,118
6.9;0.29;0.32;5.8;0.04;16;112;0.993;3.04;0.58;11.2;5,0.300548646,3442
6.6;0.28;0.3;12.9;0.033;31;177;0.99479;3.12;0.39;11.2;6,0.525164004,2358
6.2;0.36;0.27;3.2;0.032;13;73;0.98942;2.9;0.69;12.6;7,0.718627555,1356
6;0.615;0.04;0.8;0.032;8;50;0.99036;3.14;0.4;11;4,0.197838608,3923
5.9;0.44;0.36;2.5;0.03;12;73;0.99201;3.22;0.48;10.8;6,0.571689479,2115
5.9;0.42;0.36;2.4;0.034;19;77;0.99184;3.25;0.48;10.9;5,0.904243786,442
5.8;0.34;0.21;7.2;0.041;48;146;0.99441;3.16;0.49;9.8;5,0.393168628,2983
5.8;0.27;0.2;7.3;0.04;42;145;0.99442;3.15;0.48;9.8;5,0.35907318,3135
7.1;0.33;0.18;6.3;0.094;27;166;0.99474;2.9;0.49;9.5;5,0.030908376,4742
6.1;0.44;0.28;4.25;0.032;43;132;0.9916;3.26;0.47;11.2666666666667;7,0.021748769,4788
7.3;0.28;0.37;1.2;0.039;26;99;0.99198;3.01;0.62;10.8;5,0.378927165,3050
5.2;0.5;0.18;2;0.036;23;129;0.98949;3.36;0.77;13.4;7,0.430211688,2800
6.1;0.44;0.28;4.25;0.032;43;132;0.9916;3.26;0.47;11.3;7,0.857371424,672
6.4;0.62;0.12;4.7;0.06;33;196;0.99556;3.22;0.48;8.9;5,0.292411656,3475
6.4;0.38;0.19;4.5;0.038;36;119;0.99151;3.07;0.42;11.2;6,0.364438457,3116
7.5;0.305;0.38;1.4;0.047;30;95;0.99158;3.22;0.52;11.5;7,0.31243862,3376
6.5;0.5;0.22;4.1;0.036;35;131;0.9902;3.26;0.55;13;7,0.279305427,3539
6.6;0.4;0.3;5.3;0.038;20;125;0.99204;3.36;0.73;12.6;6,0.33477823,3262
6.4;0.4;0.25;4.2;0.032;15;91;0.98988;3.26;0.52;13.1;6,0.416414575,2875
8.3;0.49;0.23;6.65;0.034;6;158;0.99344;3.05;0.48;11.2;5,0.83967979,733
6.3;0.3;0.91;8.2;0.034;50;199;0.99394;3.39;0.49;11.7;6,0.42179579,2845
6.1;0.19;0.37;2.6;0.041;24;99;0.99153;3.18;0.5;10.9;6,0.82103592,828
6.1;0.19;0.37;2.6;0.041;24;99;0.99153;3.18;0.5;10.9;6,0.786948737,1003
5.6;0.24;0.34;2;0.041;14;73;0.98981;3.04;0.45;11.6;7,0.075492411,4507
5.7;0.25;0.32;12.2;0.041;43;127;0.99524;3.23;0.53;10.4;7,0.154563684,4135
6.6;0.21;0.39;2.3;0.041;31;102;0.99221;3.22;0.58;10.9;7,0.107351363,4366
6.3;0.3;0.91;8.2;0.034;50;199;0.99394;3.39;0.49;11.7;6,0.678999788,1563
6.2;0.28;0.41;5;0.043;50;188;0.99318;3.23;0.64;10.8;6,0.571114012,2118
5.8;0.29;0.38;10.7;0.038;49;136;0.99366;3.11;0.59;11.2;6,0.562262991,2168
5.8;0.345;0.15;10.8;0.033;26;120;0.99494;3.25;0.49;10;6,0.980784848,92
6.5;0.51;0.25;1.7;0.048;39;177;0.99212;3.28;0.57;10.5666666666667;5,0.380442688,3042
6;0.24;0.41;1.3;0.036;42;118;0.99018;3.04;0.64;11.7333333333333;6,0.5435906,2253
6.5;0.51;0.25;1.7;0.048;39;177;0.99212;3.28;0.57;10.6;5,0.197651909,3925
6.9;0.54;0.26;12.7;0.049;59;195;0.99596;3.26;0.54;10.5;6,0.912444052,408
6;0.24;0.41;1.3;0.036;42;118;0.99018;3.04;0.64;11.75;6,0.89078929,517
6.6;0.26;0.36;1.2;0.035;43;126;0.99094;3.01;0.63;11.4;6,0.268580223,3588
5.7;0.24;0.3;1.3;0.03;25;98;0.98968;3.37;0.43;12.4;7,0.316821886,3350
6.5;0.21;0.35;5.7;0.043;47;197;0.99392;3.24;0.5;10.1;6,0.476926358,2594
6.8;0.29;0.22;3.4;0.035;40;122;0.99024;3.09;0.47;12.3;6,0.585170752,2040
5;0.24;0.34;1.1;0.034;49;158;0.98774;3.32;0.32;13.1;7,0.641119971,1740
5.9;0.18;0.28;1;0.037;24;88;0.99094;3.29;0.55;10.65;7,0.872064489,610
5.8;0.26;0.29;1;0.042;35;101;0.99044;3.36;0.48;11.4;7,0.076833656,4500
6.7;0.61;0.21;1.65;0.117;40;240;0.9938;3.11;0.57;9.3;5,0.72136764,1346
5.7;0.695;0.06;6.8;0.042;9;84;0.99432;3.44;0.44;10.2;5,0.666479852,1625
5.6;0.695;0.06;6.8;0.042;9;84;0.99432;3.44;0.44;10.2;5,0.764616106,1101
5.7;0.39;0.25;4.9;0.033;49;113;0.98966;3.26;0.58;13.1;7,0.177294431,4037
6.1;0.38;0.47;1.4;0.051;59;210;0.99309;3.24;0.5;9.6;5,0.932931289,308
6.3;0.36;0.28;2.5;0.035;18;73;0.98868;3.1;0.47;12.8;7,0.291715306,3476
6;0.29;0.41;10.8;0.048;55;149;0.9937;3.09;0.59;10.9666666666667;7,0.330557413,3281
6;0.29;0.41;10.8;0.048;55;149;0.9937;3.09;0.59;10.9666666666667;7,0.097050055,4419
6;0.29;0.41;10.8;0.048;55;149;0.9937;3.09;0.59;10.9666666666667;7,0.870518058,617
6;0.29;0.41;10.8;0.048;55;149;0.9937;3.09;0.59;11;7,0.129561306,4245
7.1;0.43;0.25;2.8;0.036;43;132;0.98975;3.21;0.47;13.4;6,0.724765064,1328
6.6;0.25;0.25;1.3;0.04;28;85;0.98984;2.87;0.48;11.2;6,0.848043529,707
6.6;0.33;0.41;2;0.027;14;79;0.99063;3.27;0.63;12.4;6,0.955039301,205
8;0.23;0.41;1.1;0.048;35;150;0.99168;3.09;0.47;11.2;5,0.925121082,355
7.3;0.17;0.36;8.2;0.028;44;111;0.99272;3.14;0.41;12.4;6,0.656438275,1668
6;0.17;0.33;6;0.036;30;111;0.99362;3.32;0.58;10.1333333333333;7,0.001564512,4891
6.1;0.16;0.34;6.1;0.034;31;114;0.99365;3.32;0.58;10.1333333333333;7,0.941604599,276
7.3;0.17;0.36;8.2;0.028;44;111;0.99272;3.14;0.41;12.4;6,0.872904299,604
6.4;0.31;0.53;8.8;0.057;36;221;0.99642;3.17;0.44;9.1;5,0.980289336,96
6.1;0.16;0.34;6.1;0.034;31;114;0.99365;3.32;0.58;10.15;7,0.607169193,1924
6;0.17;0.33;6;0.036;30;111;0.99362;3.32;0.58;10.15;7,0.267881925,3592
5.9;0.44;0.33;1.2;0.049;12;117;0.99134;3.46;0.44;11.5;5,0.486154788,2552
6.6;0.285;0.49;11.4;0.035;57;137;0.99732;3.08;0.54;8.9;6,0.119187192,4299
4.9;0.335;0.14;1.3;0.036;69;168;0.99212;3.47;0.46;10.4666666666667;5,0.236747983,3744
4.9;0.335;0.14;1.3;0.036;69;168;0.99212;3.47;0.46;10.4666666666667;5,0.372288328,3082
6;0.28;0.52;6.2;0.028;37;104;0.99161;3.28;0.51;11.8;7,0.622345662,1841
5.8;0.35;0.29;3.2;0.034;41;151;0.9912;3.35;0.58;11.6333333333333;7,0.823076429,822
5.7;0.21;0.37;4.5;0.04;58;140;0.99332;3.29;0.62;10.6;6,0.811029282,897
6.5;0.25;0.32;9.9;0.045;41;128;0.99636;3.18;0.52;9.6;6,0.085235683,4470
6;0.28;0.52;6.2;0.028;37;104;0.99161;3.28;0.51;11.8;7,0.161174703,4108
6.6;0.285;0.49;11.4;0.035;57;137;0.99732;3.08;0.54;8.9;6,0.530679427,2330
4.7;0.335;0.14;1.3;0.036;69;168;0.99212;3.47;0.46;10.5;5,0.362602503,3123
6.8;0.63;0.04;1.3;0.058;25;133;0.99271;3.17;0.39;10.2;4,0.499385716,2485
5.6;0.27;0.37;0.9;0.025;11;49;0.98845;3.29;0.33;13.1;6,0.195250006,3942
6.8;0.32;0.33;0.7;0.027;15;66;0.9899;3.11;0.31;11.8;6,0.858819686,665
6.5;0.33;0.32;1;0.041;39;120;0.99004;3.06;0.37;12.2;6,0.134436689,4228
6;0.24;0.34;1;0.036;52;184;0.99097;3.44;0.44;11.45;6,0.963815289,173
7.2;0.26;0.32;10.4;0.062;23;114;0.9966;3.23;0.49;10.5;5,0.312114065,3379
6.8;0.63;0.04;1.3;0.058;25;133;0.99271;3.17;0.39;10.2;4,0.805313787,920
6.7;0.16;0.32;12.5;0.035;18;156;0.99666;2.88;0.36;9;6,0.020412391,4800
6.7;0.16;0.32;12.5;0.035;18;156;0.99666;2.88;0.36;9;6,0.075725566,4505
6.7;0.16;0.32;12.5;0.035;18;156;0.99666;2.88;0.36;9;6,0.646071471,1719
6.7;0.16;0.32;12.5;0.035;18;156;0.99666;2.88;0.36;9;6,0.120078233,4295
6.9;0.19;0.31;19.25;0.043;38;167;0.99954;2.93;0.52;9.1;7,0.439332805,2757
6;0.36;0.32;1.1;0.053;26;173;0.99414;3.38;0.54;8.8;5,0.733654349,1275
6.7;0.16;0.32;12.5;0.035;18;156;0.99666;2.88;0.36;9;6,0.781981857,1027
6.9;0.19;0.31;19.25;0.043;38;167;0.99954;2.93;0.52;9.1;7,0.438034573,2764
6.7;0.35;0.32;9;0.032;29;113;0.99188;3.13;0.65;12.9;7,0.415849133,2878
6.1;0.15;0.4;1.2;0.03;19;84;0.98926;3.19;0.96;13;6,0.079622091,4482
6.7;0.35;0.32;9;0.032;29;113;0.99188;3.13;0.65;12.9;7,0.44530792,2731
7;0.27;0.74;1.3;0.173;34;121;0.99334;3.04;0.46;9.2;6,0.611918553,1897
6.8;0.3;0.33;12.8;0.041;60;168;0.99659;3.1;0.56;9.8;5,0.600307869,1962
6.8;0.3;0.33;12.8;0.041;60;168;0.99659;3.1;0.56;9.8;5,0.18440199,3994
6.4;0.69;0.09;7.6;0.044;34;144;0.9948;3.26;0.38;10.1;6,0.474515472,2605
6.4;0.69;0.09;7.6;0.044;34;144;0.9948;3.26;0.38;10.1;6,0.5841444,2046
5.9;0.12;0.28;1.4;0.037;36;83;0.99074;3.33;0.42;10.9;7,0.932508917,309
6.3;0.36;0.5;8.3;0.053;51;202;0.9955;3.2;0.51;9.6;6,0.142094943,4193
5.7;0.27;0.16;9;0.053;32;111;0.99474;3.36;0.37;10.4;6,0.377132356,3061
6.1;0.22;0.4;1.85;0.031;25;111;0.98966;3.03;0.3;11.8;7,0.064193503,4564
5.6;0.205;0.16;12.55;0.051;31;115;0.99564;3.4;0.38;10.8;6,0.904568809,441
7.2;0.33;0.28;1.4;0.034;26;109;0.99246;3.28;0.57;10.6;6,0.729990652,1295
5.9;0.21;0.31;1.8;0.033;45;142;0.98984;3.35;0.5;12.7;6,0.268415988,3589
5.4;0.33;0.31;4;0.03;27;108;0.99031;3.3;0.43;12.2;7,0.172060449,4065
5.4;0.205;0.16;12.55;0.051;31;115;0.99564;3.4;0.38;10.8;6,0.560587106,2179
5.7;0.27;0.16;9;0.053;32;111;0.99474;3.36;0.37;10.4;6,0.588575761,2024
6.4;0.28;0.28;3;0.04;19;98;0.99216;3.25;0.47;11.1;6,0.43920874,2758
6.1;0.22;0.4;1.85;0.031;25;111;0.98966;3.03;0.3;11.8;7,0.226385697,3800
6.7;0.15;0.32;7.9;0.034;17;81;0.99512;3.29;0.31;10;6,0.180136666,4020
5.5;0.315;0.38;2.6;0.033;10;69;0.9909;3.12;0.59;10.8;6,0.092481684,4444
4.8;0.225;0.38;1.2;0.074;47;130;0.99132;3.31;0.4;10.3;6,0.603661662,1944
5.2;0.24;0.15;7.1;0.043;32;134;0.99378;3.24;0.48;9.9;6,0.071458987,4524
6.7;0.15;0.32;7.9;0.034;17;81;0.99512;3.29;0.31;10;6,0.248422406,3687
6.6;0.27;0.32;1.3;0.044;18;93;0.99044;3.11;0.56;12.25;5,0.03858267,4712
6.1;0.32;0.33;10.7;0.036;27;98;0.99521;3.34;0.52;10.2;6,0.397084664,2958
6;0.25;0.28;7.7;0.053;37;132;0.99489;3.06;0.5;9.4;6,0.803738771,929
6.4;0.42;0.46;8.4;0.05;58;180;0.99495;3.18;0.46;9.7;6,0.479763416,2577
6.1;0.32;0.33;10.7;0.036;27;98;0.99521;3.34;0.52;10.2;6,0.212972999,3860
6.9;0.31;0.33;12.7;0.038;33;116;0.9954;3.04;0.65;10.4;6,0.533090006,2313
6.3;0.48;0.48;1.8;0.035;35;96;0.99121;3.49;0.74;12.2;6,0.829473265,784
6;0.25;0.28;7.7;0.053;37;132;0.99489;3.06;0.5;9.4;6,0.506678155,2454
7.2;0.21;0.31;10.5;0.035;36;122;0.99478;3.12;0.4;10.6;6,0.804087643,926
6.8;0.32;0.43;1.6;0.05;4;65;0.99346;3.27;0.47;10.7;5,0.34772313,3196
7.9;0.3;0.6;1.85;0.048;13;106;0.99331;3.24;0.49;11.85;5,0.787449557,999
5.3;0.31;0.38;10.5;0.031;53;140;0.99321;3.34;0.46;11.7;6,0.276701812,3557
5.3;0.31;0.38;10.5;0.031;53;140;0.99321;3.34;0.46;11.7;6,0.437653104,2768
5.2;0.185;0.22;1;0.03;47;123;0.99218;3.55;0.44;10.15;6,0.516258641,2414
5.5;0.16;0.31;1.2;0.026;31;68;0.9898;3.33;0.44;11.6333333333333;6,0.919299681,378
6;0.17;0.36;1.7;0.042;14;61;0.99144;3.22;0.54;10.8;6,0.925750398,351
6;0.16;0.36;1.6;0.042;13;61;0.99143;3.22;0.54;10.8;6,0.65401742,1683
6.1;0.24;0.32;9;0.031;41;134;0.99234;3.25;0.26;12.3;7,0.311188795,3393
5.5;0.3;0.25;1.9;0.029;33;118;0.98972;3.36;0.66;12.5;6,0.730983235,1290
5.5;0.16;0.31;1.2;0.026;31;68;0.9898;3.33;0.44;11.65;6,0.589436856,2017
6;0.32;0.46;1.5;0.05;56;189;0.99308;3.24;0.49;9.6;5,0.425571062,2826
6.1;0.27;0.31;3.9;0.034;42;137;0.99218;3.24;0.46;10.9;6,0.781591668,1030
6;0.27;0.32;3.6;0.035;36;133;0.99215;3.23;0.46;10.8;6,0.099179443,4408
6;0.14;0.37;1.2;0.032;63;148;0.99185;3.32;0.44;11.2;5,0.927795204,341
5;0.24;0.19;5;0.043;17;101;0.99438;3.67;0.57;10;5,0.475037065,2603
6.1;0.26;0.25;2.9;0.047;289;440;0.99314;3.44;0.64;10.5;3,0.686579778,1528
6.3;0.23;0.5;10.4;0.043;61;132;0.99542;2.86;0.46;9.1;6,0.827927166,793
5.6;0.26;0.5;11.4;0.029;25;93;0.99428;3.23;0.49;10.5;6,0.944384138,267
6.1;0.34;0.24;18.35;0.05;33;184;0.99943;3.12;0.61;9.3;5,0.632423358,1799
6.2;0.35;0.25;18.4;0.051;28;182;0.99946;3.13;0.62;9.3;6,0.575038491,2096
6;0.14;0.37;1.2;0.032;63;148;0.99185;3.32;0.44;11.2;5,0.354823769,3158
7.3;0.36;0.62;7.1;0.033;48;185;0.99472;3.14;0.62;10.6;6,0.690677417,1509
5.1;0.25;0.36;1.3;0.035;40;78;0.9891;3.23;0.64;12.1;7,0.76852123,1080
5.5;0.16;0.26;1.5;0.032;35;100;0.99076;3.43;0.77;12;6,0.417594217,2864
6.4;0.19;0.35;10.2;0.043;40;106;0.99632;3.16;0.5;9.7;6,0.336701831,3253
6.6;0.29;0.73;2.2;0.027;21;92;0.99;3.12;0.48;12.4;6,0.627826891,1816
6;0.38;0.26;3.5;0.035;38;111;0.98872;3.18;0.47;13.6;7,0.496137059,2509
6;0.38;0.26;3.5;0.035;38;111;0.98872;3.18;0.47;13.6;7,0.45971062,2666
6.5;0.2;0.35;3.9;0.04;27;140;0.99102;2.98;0.53;11.8;6,0.6222414,1843
6.6;0.17;0.26;7.4;0.052;45;128;0.99388;3.16;0.37;10;6,0.771630577,1071
6.6;0.17;0.26;7.4;0.052;45;128;0.99388;3.16;0.37;10;6,0.345241819,3210
6.2;0.15;0.27;11;0.035;46;116;0.99602;3.12;0.38;9.1;6,0.609592466,1909
5.9;0.48;0.3;1.5;0.037;19;78;0.99057;3.47;0.42;11.9;7,0.102718308,4392
5.3;0.4;0.25;3.9;0.031;45;130;0.99072;3.31;0.58;11.75;7,0.092207363,4445
